,Respondent,DatabaseDesireNextYear
515,1207,Redis
515,1207,Other(s):
516,1209,Microsoft SQL Server
516,1209,MySQL
516,1209,Oracle
516,1209,PostgreSQL
516,1209,SQLite
517,1211,Couchbase
517,1211,DynamoDB
517,1211,Firebase
517,1211,Redis
518,1212,Microsoft SQL Server
519,1216,SQLite
520,1219,Other(s):
521,1222,
522,1223,Firebase
523,1224,Other(s):
524,1228,Microsoft SQL Server
524,1228,MySQL
525,1229,
526,1230,Elasticsearch
526,1230,MariaDB
526,1230,MongoDB
526,1230,MySQL
526,1230,Oracle
526,1230,PostgreSQL
526,1230,Redis
527,1234,Microsoft SQL Server
528,1235,DynamoDB
528,1235,Elasticsearch
528,1235,Firebase
528,1235,MongoDB
528,1235,MySQL
528,1235,PostgreSQL
528,1235,Redis
529,1238,Microsoft SQL Server
529,1238,PostgreSQL
530,1240,MariaDB
530,1240,MySQL
531,1241,PostgreSQL
531,1241,SQLite
532,1244,Elasticsearch
532,1244,MariaDB
532,1244,PostgreSQL
532,1244,SQLite
533,1254,PostgreSQL
534,1255,PostgreSQL
534,1255,SQLite
535,1257,Microsoft SQL Server
536,1259,Elasticsearch
536,1259,Microsoft SQL Server
536,1259,Other(s):
537,1260,
538,1274,
539,1276,MongoDB
539,1276,PostgreSQL
539,1276,Redis
540,1280,
541,1281,MySQL
541,1281,PostgreSQL
542,1282,MariaDB
542,1282,MySQL
542,1282,Redis
543,1283,Microsoft SQL Server
544,1285,Elasticsearch
544,1285,Firebase
544,1285,MongoDB
544,1285,PostgreSQL
545,1286,Elasticsearch
545,1286,PostgreSQL
545,1286,Redis
545,1286,SQLite
546,1287,DynamoDB
546,1287,Elasticsearch
546,1287,MongoDB
546,1287,MySQL
546,1287,PostgreSQL
546,1287,Redis
547,1288,
548,1289,Microsoft SQL Server
548,1289,PostgreSQL
548,1289,Other(s):
549,1294,PostgreSQL
549,1294,SQLite
550,1295,MariaDB
551,1299,Firebase
551,1299,MongoDB
551,1299,MySQL
551,1299,PostgreSQL
552,1300,PostgreSQL
552,1300,Other(s):
553,1301,DynamoDB
553,1301,Elasticsearch
553,1301,MySQL
553,1301,PostgreSQL
554,1304,PostgreSQL
555,1307,Cassandra
555,1307,MariaDB
555,1307,PostgreSQL
555,1307,Redis
556,1310,PostgreSQL
556,1310,SQLite
557,1312,Microsoft SQL Server
558,1315,MySQL
558,1315,PostgreSQL
558,1315,Redis
559,1318,
560,1320,MongoDB
560,1320,MySQL
561,1321,Microsoft SQL Server
561,1321,Other(s):
562,1325,Elasticsearch
562,1325,MongoDB
562,1325,Microsoft SQL Server
563,1326,
564,1328,MariaDB
564,1328,MySQL
564,1328,PostgreSQL
565,1329,Elasticsearch
565,1329,MariaDB
565,1329,MongoDB
565,1329,MySQL
565,1329,PostgreSQL
565,1329,SQLite
566,1330,Cassandra
566,1330,DynamoDB
566,1330,Firebase
566,1330,MongoDB
566,1330,MySQL
566,1330,Oracle
566,1330,PostgreSQL
566,1330,Redis
567,1331,
568,1333,SQLite
569,1336,Microsoft SQL Server
569,1336,PostgreSQL
570,1337,MongoDB
570,1337,Redis
571,1343,MariaDB
571,1343,Redis
571,1343,SQLite
572,1345,Microsoft SQL Server
573,1346,Firebase
573,1346,PostgreSQL
573,1346,Redis
574,1347,MongoDB
574,1347,Other(s):
575,1348,PostgreSQL
576,1349,Microsoft SQL Server
576,1349,MySQL
576,1349,Oracle
576,1349,PostgreSQL
576,1349,SQLite
577,1351,PostgreSQL
577,1351,Redis
578,1355,MongoDB
578,1355,PostgreSQL
579,1356,Elasticsearch
579,1356,Microsoft SQL Server
580,1358,Elasticsearch
580,1358,PostgreSQL
580,1358,Redis
580,1358,Other(s):
581,1359,MongoDB
582,1361,Microsoft SQL Server
583,1362,Elasticsearch
583,1362,Microsoft SQL Server
583,1362,MySQL
583,1362,PostgreSQL
584,1363,Elasticsearch
584,1363,PostgreSQL
584,1363,Redis
585,1364,DynamoDB
585,1364,PostgreSQL
585,1364,Redis
586,1369,MySQL
587,1371,SQLite
588,1372,Elasticsearch
588,1372,MariaDB
589,1373,
590,1376,Couchbase
590,1376,DynamoDB
590,1376,MongoDB
590,1376,Microsoft SQL Server
590,1376,SQLite
591,1378,Cassandra
591,1378,DynamoDB
591,1378,Elasticsearch
591,1378,PostgreSQL
592,1379,Oracle
593,1387,Elasticsearch
593,1387,MongoDB
593,1387,Oracle
593,1387,Redis
594,1391,Couchbase
594,1391,Elasticsearch
594,1391,Firebase
594,1391,MariaDB
594,1391,MongoDB
594,1391,Microsoft SQL Server
594,1391,MySQL
594,1391,Oracle
594,1391,PostgreSQL
594,1391,Redis
594,1391,SQLite
595,1395,MongoDB
595,1395,MySQL
595,1395,Redis
596,1403,Elasticsearch
596,1403,PostgreSQL
596,1403,Redis
597,1404,Microsoft SQL Server
597,1404,Oracle
598,1405,Cassandra
598,1405,Elasticsearch
598,1405,PostgreSQL
599,1409,Cassandra
599,1409,DynamoDB
599,1409,Elasticsearch
599,1409,MongoDB
599,1409,PostgreSQL
600,1415,MySQL
600,1415,SQLite
601,1418,MongoDB
601,1418,MySQL
601,1418,Redis
602,1419,Microsoft SQL Server
603,1421,Microsoft SQL Server
603,1421,PostgreSQL
603,1421,Redis
604,1423,PostgreSQL
605,1425,
606,1431,Firebase
606,1431,MongoDB
607,1433,Elasticsearch
607,1433,Firebase
607,1433,MongoDB
607,1433,MySQL
608,1437,Microsoft SQL Server
608,1437,PostgreSQL
609,1438,DynamoDB
609,1438,MongoDB
609,1438,MySQL
609,1438,PostgreSQL
610,1439,DynamoDB
610,1439,Elasticsearch
610,1439,MariaDB
610,1439,MySQL
610,1439,PostgreSQL
610,1439,Redis
610,1439,SQLite
611,1441,PostgreSQL
611,1441,Redis
612,1443,PostgreSQL
612,1443,Redis
613,1445,Firebase
613,1445,MongoDB
613,1445,SQLite
614,1453,Elasticsearch
614,1453,MariaDB
614,1453,MySQL
614,1453,Redis
615,1454,MongoDB
615,1454,Microsoft SQL Server
616,1459,
617,1462,
618,1469,SQLite
619,1473,Cassandra
619,1473,Elasticsearch
619,1473,MariaDB
619,1473,MongoDB
619,1473,Microsoft SQL Server
619,1473,MySQL
619,1473,Oracle
619,1473,PostgreSQL
619,1473,Redis
620,1474,PostgreSQL
621,1475,MongoDB
621,1475,Redis
622,1477,Elasticsearch
622,1477,MariaDB
622,1477,MongoDB
622,1477,PostgreSQL
623,1480,Oracle
624,1481,Firebase
624,1481,Oracle
624,1481,PostgreSQL
625,1482,Elasticsearch
626,1485,PostgreSQL
626,1485,Other(s):
627,1486,Microsoft SQL Server
628,1487,Microsoft SQL Server
628,1487,PostgreSQL
628,1487,Other(s):
629,1490,MongoDB
629,1490,Other(s):
630,1491,MongoDB
630,1491,PostgreSQL
630,1491,SQLite
631,1492,Cassandra
631,1492,MongoDB
631,1492,Microsoft SQL Server
631,1492,PostgreSQL
631,1492,Redis
632,1493,MySQL
633,1494,Redis
633,1494,Other(s):
634,1497,Cassandra
634,1497,Elasticsearch
634,1497,Firebase
634,1497,MongoDB
634,1497,MySQL
634,1497,PostgreSQL
635,1500,Cassandra
635,1500,MongoDB
636,1501,Cassandra
636,1501,Microsoft SQL Server
636,1501,MySQL
637,1503,
638,1505,Cassandra
638,1505,MariaDB
638,1505,PostgreSQL
638,1505,Redis
639,1509,PostgreSQL
640,1511,PostgreSQL
641,1514,SQLite
642,1515,Elasticsearch
642,1515,MySQL
642,1515,PostgreSQL
642,1515,SQLite
643,1516,MySQL
643,1516,PostgreSQL
643,1516,SQLite
644,1517,DynamoDB
644,1517,Elasticsearch
644,1517,PostgreSQL
645,1520,PostgreSQL
646,1521,Microsoft SQL Server
647,1522,
648,1524,
649,1525,MySQL
649,1525,Redis
650,1529,
651,1530,MySQL
651,1530,SQLite
652,1531,DynamoDB
652,1531,Elasticsearch
652,1531,MongoDB
652,1531,Redis
653,1532,DynamoDB
654,1533,DynamoDB
655,1534,MongoDB
655,1534,Microsoft SQL Server
655,1534,SQLite
656,1535,Cassandra
656,1535,DynamoDB
656,1535,Elasticsearch
656,1535,PostgreSQL
656,1535,Redis
656,1535,SQLite
657,1538,Microsoft SQL Server
658,1541,PostgreSQL
658,1541,SQLite
659,1543,Elasticsearch
659,1543,Firebase
659,1543,MongoDB
659,1543,Oracle
659,1543,PostgreSQL
659,1543,Redis
659,1543,SQLite
660,1546,MariaDB
660,1546,MySQL
661,1557,Microsoft SQL Server
661,1557,MySQL
661,1557,SQLite
662,1559,MongoDB
662,1559,Redis
663,1561,MySQL
663,1561,PostgreSQL
663,1561,SQLite
664,1571,Couchbase
664,1571,DynamoDB
664,1571,Firebase
664,1571,MongoDB
664,1571,MySQL
664,1571,PostgreSQL
664,1571,Redis
664,1571,SQLite
665,1572,Elasticsearch
665,1572,MongoDB
665,1572,Microsoft SQL Server
666,1579,MySQL
667,1580,PostgreSQL
667,1580,Redis
667,1580,Other(s):
668,1584,DynamoDB
668,1584,MongoDB
668,1584,Microsoft SQL Server
669,1589,Cassandra
669,1589,DynamoDB
670,1593,PostgreSQL
670,1593,Redis
671,1600,Firebase
671,1600,MariaDB
671,1600,PostgreSQL
671,1600,SQLite
672,1602,
673,1605,Elasticsearch
673,1605,MongoDB
674,1608,Cassandra
674,1608,Elasticsearch
674,1608,PostgreSQL
675,1612,
676,1614,
677,1615,Microsoft SQL Server
678,1616,MongoDB
679,1619,MongoDB
679,1619,Microsoft SQL Server
679,1619,Redis
680,1620,Couchbase
680,1620,Elasticsearch
680,1620,MongoDB
680,1620,PostgreSQL
680,1620,Redis
680,1620,SQLite
681,1622,
682,1625,MySQL
683,1627,Microsoft SQL Server
684,1628,Cassandra
684,1628,DynamoDB
684,1628,Elasticsearch
684,1628,MongoDB
684,1628,Microsoft SQL Server
684,1628,PostgreSQL
684,1628,SQLite
685,1629,Microsoft SQL Server
685,1629,MySQL
685,1629,Other(s):
686,1630,MongoDB
686,1630,Microsoft SQL Server
687,1632,Cassandra
687,1632,Elasticsearch
687,1632,MongoDB
687,1632,PostgreSQL
688,1639,Elasticsearch
688,1639,PostgreSQL
688,1639,SQLite
688,1639,Other(s):
689,1641,Cassandra
689,1641,MariaDB
689,1641,Redis
690,1642,Elasticsearch
690,1642,MariaDB
690,1642,MongoDB
690,1642,Microsoft SQL Server
690,1642,MySQL
691,1643,Cassandra
691,1643,Elasticsearch
691,1643,PostgreSQL
691,1643,Redis
692,1647,Microsoft SQL Server
693,1648,PostgreSQL
693,1648,Redis
694,1650,MongoDB
694,1650,MySQL
694,1650,PostgreSQL
695,1651,Cassandra
695,1651,Elasticsearch
696,1652,PostgreSQL
696,1652,Other(s):
697,1654,Cassandra
697,1654,Firebase
697,1654,MongoDB
697,1654,PostgreSQL
697,1654,Redis
698,1664,MongoDB
698,1664,PostgreSQL
698,1664,Redis
699,1666,PostgreSQL
699,1666,SQLite
700,1668,PostgreSQL
701,1673,MySQL
701,1673,Redis
702,1674,PostgreSQL
702,1674,Redis
702,1674,SQLite
703,1675,DynamoDB
703,1675,Elasticsearch
703,1675,Firebase
703,1675,PostgreSQL
703,1675,Redis
704,1676,DynamoDB
704,1676,Firebase
704,1676,MongoDB
704,1676,MySQL
704,1676,PostgreSQL
705,1677,Cassandra
705,1677,Elasticsearch
705,1677,MongoDB
705,1677,PostgreSQL
705,1677,Redis
706,1679,
707,1681,MongoDB
707,1681,MySQL
707,1681,SQLite
708,1682,Elasticsearch
708,1682,MySQL
708,1682,Redis
709,1689,MongoDB
710,1690,Cassandra
710,1690,PostgreSQL
710,1690,Redis
711,1692,DynamoDB
711,1692,Elasticsearch
711,1692,Microsoft SQL Server
712,1694,Cassandra
712,1694,Couchbase
712,1694,DynamoDB
712,1694,Elasticsearch
712,1694,MongoDB
712,1694,MySQL
712,1694,Redis
713,1695,MongoDB
713,1695,PostgreSQL
714,1696,MongoDB
714,1696,Microsoft SQL Server
714,1696,SQLite
715,1703,Microsoft SQL Server
715,1703,MySQL
716,1706,PostgreSQL
716,1706,Redis
717,1712,Elasticsearch
717,1712,MongoDB
717,1712,Microsoft SQL Server
717,1712,Redis
718,1714,MongoDB
718,1714,PostgreSQL
718,1714,Redis
718,1714,SQLite
719,1716,MariaDB
719,1716,PostgreSQL
719,1716,Redis
719,1716,SQLite
720,1723,Firebase
720,1723,MySQL
720,1723,SQLite
721,1727,Couchbase
721,1727,MongoDB
721,1727,PostgreSQL
722,1730,Microsoft SQL Server
722,1730,PostgreSQL
722,1730,Redis
723,1731,Elasticsearch
723,1731,MySQL
723,1731,PostgreSQL
723,1731,Redis
724,1733,
725,1735,Cassandra
725,1735,Elasticsearch
725,1735,MariaDB
725,1735,MySQL
726,1736,Firebase
726,1736,PostgreSQL
726,1736,Redis
727,1742,Elasticsearch
727,1742,MySQL
728,1743,Cassandra
728,1743,Couchbase
728,1743,MongoDB
729,1744,MongoDB
730,1748,DynamoDB
730,1748,Firebase
730,1748,PostgreSQL
730,1748,Redis
731,1749,PostgreSQL
732,1751,Elasticsearch
732,1751,MongoDB
732,1751,MySQL
733,1752,Cassandra
733,1752,DynamoDB
733,1752,Firebase
733,1752,MariaDB
733,1752,MongoDB
733,1752,Microsoft SQL Server
733,1752,MySQL
733,1752,Oracle
733,1752,PostgreSQL
733,1752,SQLite
734,1753,
735,1754,Cassandra
735,1754,Elasticsearch
735,1754,MongoDB
735,1754,Microsoft SQL Server
735,1754,SQLite
736,1759,PostgreSQL
736,1759,Redis
737,1761,PostgreSQL
737,1761,SQLite
738,1764,Firebase
738,1764,Microsoft SQL Server
738,1764,PostgreSQL
739,1766,Other(s):
740,1767,MySQL
740,1767,Redis
741,1769,
742,1770,MariaDB
743,1774,MariaDB
743,1774,MongoDB
743,1774,Microsoft SQL Server
743,1774,MySQL
743,1774,PostgreSQL
743,1774,SQLite
744,1777,MongoDB
744,1777,Microsoft SQL Server
745,1778,DynamoDB
745,1778,Elasticsearch
745,1778,Firebase
745,1778,MariaDB
745,1778,MongoDB
745,1778,Microsoft SQL Server
745,1778,MySQL
746,1779,Elasticsearch
746,1779,MariaDB
746,1779,MySQL
746,1779,Redis
747,1781,PostgreSQL
748,1783,PostgreSQL
749,1784,Elasticsearch
749,1784,MongoDB
749,1784,Microsoft SQL Server
750,1787,DynamoDB
750,1787,Elasticsearch
751,1789,Redis
752,1790,MariaDB
752,1790,MongoDB
752,1790,Microsoft SQL Server
752,1790,MySQL
752,1790,Redis
753,1796,Cassandra
753,1796,Elasticsearch
753,1796,MariaDB
753,1796,MongoDB
753,1796,PostgreSQL
753,1796,Redis
753,1796,SQLite
754,1797,MariaDB
754,1797,MongoDB
754,1797,MySQL
755,1798,MySQL
755,1798,Oracle
755,1798,PostgreSQL
756,1802,MariaDB
756,1802,PostgreSQL
756,1802,SQLite
757,1803,
758,1805,Microsoft SQL Server
758,1805,MySQL
758,1805,Redis
759,1807,MariaDB
759,1807,MySQL
759,1807,PostgreSQL
760,1809,SQLite
761,1810,Couchbase
761,1810,Elasticsearch
762,1811,PostgreSQL
763,1813,Elasticsearch
763,1813,Firebase
763,1813,PostgreSQL
764,1815,Firebase
764,1815,MariaDB
764,1815,MongoDB
764,1815,MySQL
764,1815,Oracle
765,1824,Firebase
765,1824,MongoDB
766,1826,Cassandra
766,1826,Redis
767,1827,
768,1830,Microsoft SQL Server
768,1830,PostgreSQL
768,1830,Other(s):
769,1831,Microsoft SQL Server
769,1831,PostgreSQL
769,1831,Redis
770,1832,DynamoDB
770,1832,MongoDB
770,1832,Microsoft SQL Server
770,1832,Redis
770,1832,SQLite
771,1834,Couchbase
771,1834,Firebase
771,1834,MariaDB
771,1834,Microsoft SQL Server
771,1834,MySQL
771,1834,SQLite
772,1835,Microsoft SQL Server
772,1835,SQLite
773,1837,Elasticsearch
773,1837,MongoDB
773,1837,PostgreSQL
773,1837,Redis
774,1841,Elasticsearch
774,1841,MongoDB
774,1841,MySQL
774,1841,PostgreSQL
774,1841,Redis
775,1843,Elasticsearch
775,1843,Microsoft SQL Server
776,1844,
777,1845,Cassandra
777,1845,DynamoDB
777,1845,Elasticsearch
777,1845,MongoDB
777,1845,Microsoft SQL Server
777,1845,MySQL
777,1845,SQLite
778,1846,MongoDB
778,1846,PostgreSQL
778,1846,Redis
779,1847,DynamoDB
779,1847,Elasticsearch
779,1847,Firebase
779,1847,MongoDB
780,1850,Firebase
780,1850,Microsoft SQL Server
781,1851,
782,1852,DynamoDB
782,1852,Elasticsearch
782,1852,MySQL
783,1856,DynamoDB
783,1856,Elasticsearch
783,1856,Other(s):
784,1860,Elasticsearch
784,1860,MongoDB
784,1860,Microsoft SQL Server
784,1860,SQLite
784,1860,Other(s):
785,1861,
786,1868,Cassandra
786,1868,Firebase
786,1868,MySQL
787,1869,Cassandra
787,1869,Elasticsearch
787,1869,MongoDB
787,1869,PostgreSQL
787,1869,Redis
788,1871,SQLite
789,1872,
790,1878,Microsoft SQL Server
790,1878,PostgreSQL
791,1879,PostgreSQL
792,1883,Cassandra
792,1883,Couchbase
792,1883,DynamoDB
792,1883,Elasticsearch
792,1883,Firebase
792,1883,MariaDB
792,1883,MongoDB
792,1883,MySQL
792,1883,PostgreSQL
792,1883,Redis
793,1884,Elasticsearch
793,1884,MySQL
793,1884,Redis
794,1885,Firebase
794,1885,MySQL
794,1885,PostgreSQL
794,1885,Redis
795,1886,Firebase
795,1886,MariaDB
795,1886,MongoDB
795,1886,MySQL
795,1886,Redis
796,1887,DynamoDB
796,1887,MongoDB
796,1887,PostgreSQL
797,1888,Firebase
797,1888,Microsoft SQL Server
798,1890,Microsoft SQL Server
798,1890,Redis
799,1895,MariaDB
799,1895,MySQL
799,1895,PostgreSQL
799,1895,Redis
799,1895,SQLite
800,1896,Couchbase
800,1896,Firebase
800,1896,MariaDB
800,1896,MongoDB
800,1896,MySQL
800,1896,SQLite
801,1897,Microsoft SQL Server
801,1897,MySQL
802,1899,MariaDB
802,1899,Microsoft SQL Server
802,1899,Redis
803,1902,Elasticsearch
803,1902,Firebase
803,1902,MongoDB
803,1902,MySQL
803,1902,Oracle
803,1902,PostgreSQL
803,1902,SQLite
804,1903,Elasticsearch
804,1903,Microsoft SQL Server
804,1903,Redis
805,1904,Couchbase
805,1904,Microsoft SQL Server
805,1904,PostgreSQL
805,1904,Redis
806,1906,MongoDB
806,1906,PostgreSQL
806,1906,Redis
807,1909,MySQL
807,1909,PostgreSQL
807,1909,SQLite
808,1911,PostgreSQL
809,1914,Elasticsearch
809,1914,Microsoft SQL Server
809,1914,Redis
810,1915,PostgreSQL
811,1917,
812,1922,
813,1923,Cassandra
813,1923,DynamoDB
813,1923,Elasticsearch
814,1933,MongoDB
815,1934,Microsoft SQL Server
815,1934,PostgreSQL
816,1935,Elasticsearch
816,1935,MongoDB
817,1943,Microsoft SQL Server
817,1943,SQLite
818,1946,DynamoDB
818,1946,MySQL
818,1946,PostgreSQL
818,1946,Redis
819,1949,MongoDB
819,1949,MySQL
820,1952,DynamoDB
820,1952,PostgreSQL
821,1953,Firebase
821,1953,MariaDB
821,1953,Microsoft SQL Server
821,1953,MySQL
821,1953,Oracle
822,1954,MariaDB
822,1954,Microsoft SQL Server
822,1954,MySQL
822,1954,Oracle
823,1957,DynamoDB
823,1957,Elasticsearch
824,1958,PostgreSQL
824,1958,Redis
825,1959,Cassandra
825,1959,MongoDB
825,1959,MySQL
825,1959,Oracle
825,1959,PostgreSQL
825,1959,SQLite
826,1961,
827,1962,Firebase
827,1962,Microsoft SQL Server
828,1963,
829,1967,Elasticsearch
829,1967,MongoDB
829,1967,Microsoft SQL Server
829,1967,MySQL
829,1967,Oracle
829,1967,Redis
830,1968,Microsoft SQL Server
831,1970,PostgreSQL
831,1970,Redis
832,1974,Elasticsearch
832,1974,PostgreSQL
833,1975,Microsoft SQL Server
833,1975,Oracle
834,1976,Microsoft SQL Server
835,1977,MongoDB
835,1977,Microsoft SQL Server
835,1977,MySQL
835,1977,PostgreSQL
836,1978,PostgreSQL
836,1978,SQLite
837,1979,Firebase
838,1981,MySQL
839,1982,Elasticsearch
839,1982,MongoDB
839,1982,MySQL
839,1982,SQLite
840,1983,MariaDB
841,1986,
842,1992,
843,1993,
844,1997,MongoDB
845,2001,DynamoDB
845,2001,Elasticsearch
845,2001,MongoDB
845,2001,PostgreSQL
845,2001,Redis
846,2003,PostgreSQL
846,2003,Redis
847,2005,
848,2009,Elasticsearch
848,2009,Microsoft SQL Server
848,2009,PostgreSQL
848,2009,Redis
848,2009,SQLite
849,2012,Firebase
849,2012,MongoDB
850,2013,PostgreSQL
851,2017,MariaDB
851,2017,PostgreSQL
851,2017,SQLite
852,2020,MongoDB
852,2020,Microsoft SQL Server
853,2021,Elasticsearch
853,2021,MongoDB
854,2022,Cassandra
854,2022,Microsoft SQL Server
855,2023,MariaDB
855,2023,MySQL
855,2023,PostgreSQL
855,2023,SQLite
856,2024,SQLite
857,2025,PostgreSQL
858,2028,DynamoDB
858,2028,Elasticsearch
858,2028,Redis
859,2030,Microsoft SQL Server
859,2030,SQLite
860,2031,Cassandra
860,2031,Microsoft SQL Server
861,2032,Microsoft SQL Server
861,2032,Oracle
862,2033,MongoDB
863,2035,DynamoDB
863,2035,PostgreSQL
864,2037,
865,2044,Microsoft SQL Server
865,2044,SQLite
866,2047,Elasticsearch
866,2047,MongoDB
866,2047,PostgreSQL
867,2049,Microsoft SQL Server
868,2053,
869,2055,PostgreSQL
870,2056,Redis
870,2056,Other(s):
871,2058,Cassandra
871,2058,Couchbase
871,2058,MongoDB
871,2058,MySQL
871,2058,Redis
872,2059,Firebase
872,2059,PostgreSQL
873,2065,MySQL
873,2065,Oracle
874,2069,
875,2070,Cassandra
875,2070,Elasticsearch
875,2070,Firebase
875,2070,PostgreSQL
875,2070,Redis
876,2073,MongoDB
876,2073,Microsoft SQL Server
876,2073,SQLite
877,2074,Microsoft SQL Server
877,2074,PostgreSQL
878,2075,Other(s):
879,2078,Microsoft SQL Server
879,2078,MySQL
879,2078,Oracle
880,2082,MySQL
880,2082,Redis
881,2085,Microsoft SQL Server
882,2086,
883,2087,Cassandra
883,2087,Oracle
883,2087,PostgreSQL
883,2087,SQLite
884,2089,Cassandra
884,2089,Redis
885,2090,
886,2091,MongoDB
886,2091,PostgreSQL
887,2092,DynamoDB
887,2092,Microsoft SQL Server
888,2095,Cassandra
888,2095,Couchbase
888,2095,MariaDB
888,2095,MongoDB
888,2095,MySQL
888,2095,PostgreSQL
888,2095,Redis
889,2097,Cassandra
889,2097,Firebase
889,2097,MongoDB
889,2097,Redis
890,2101,
891,2102,Elasticsearch
891,2102,MySQL
891,2102,Oracle
891,2102,Redis
891,2102,SQLite
891,2102,Other(s):
892,2105,Cassandra
892,2105,DynamoDB
892,2105,Elasticsearch
893,2109,PostgreSQL
893,2109,Redis
894,2116,Elasticsearch
894,2116,MariaDB
894,2116,MongoDB
894,2116,MySQL
894,2116,PostgreSQL
894,2116,Redis
895,2124,Cassandra
895,2124,DynamoDB
895,2124,PostgreSQL
895,2124,SQLite
896,2126,MongoDB
896,2126,SQLite
897,2128,Firebase
897,2128,MongoDB
897,2128,MySQL
898,2131,Firebase
898,2131,PostgreSQL
899,2134,
900,2135,
901,2137,Cassandra
901,2137,PostgreSQL
902,2141,DynamoDB
902,2141,Elasticsearch
902,2141,MySQL
902,2141,SQLite
903,2143,MySQL
903,2143,Oracle
904,2144,SQLite
905,2147,Elasticsearch
905,2147,Firebase
906,2148,MongoDB
907,2149,Elasticsearch
907,2149,MariaDB
907,2149,MongoDB
907,2149,Redis
908,2150,Elasticsearch
908,2150,Redis
909,2152,PostgreSQL
909,2152,Redis
910,2155,MySQL
911,2157,
912,2158,Microsoft SQL Server
913,2161,MySQL
913,2161,PostgreSQL
913,2161,SQLite
914,2168,MongoDB
914,2168,PostgreSQL
914,2168,Redis
915,2172,PostgreSQL
916,2173,MongoDB
916,2173,PostgreSQL
917,2174,Microsoft SQL Server
918,2175,DynamoDB
918,2175,Firebase
918,2175,MongoDB
918,2175,PostgreSQL
919,2177,MongoDB
919,2177,Microsoft SQL Server
919,2177,MySQL
920,2178,Microsoft SQL Server
920,2178,MySQL
920,2178,Oracle
920,2178,PostgreSQL
920,2178,SQLite
921,2184,MongoDB
922,2187,DynamoDB
922,2187,Elasticsearch
922,2187,MongoDB
922,2187,MySQL
922,2187,PostgreSQL
922,2187,Redis
922,2187,SQLite
923,2190,MongoDB
923,2190,Microsoft SQL Server
923,2190,Redis
924,2191,Elasticsearch
924,2191,MongoDB
924,2191,Microsoft SQL Server
924,2191,MySQL
924,2191,Redis
925,2192,Firebase
925,2192,MongoDB
925,2192,Microsoft SQL Server
926,2194,Elasticsearch
926,2194,PostgreSQL
926,2194,SQLite
927,2196,DynamoDB
927,2196,Elasticsearch
928,2198,Microsoft SQL Server
929,2204,MySQL
929,2204,PostgreSQL
929,2204,Other(s):
930,2205,Elasticsearch
930,2205,MongoDB
930,2205,MySQL
930,2205,Redis
930,2205,SQLite
931,2206,Elasticsearch
931,2206,MariaDB
931,2206,MySQL
931,2206,PostgreSQL
931,2206,Redis
931,2206,SQLite
932,2207,Elasticsearch
932,2207,PostgreSQL
932,2207,Redis
932,2207,SQLite
933,2208,MongoDB
933,2208,Redis
934,2210,Cassandra
934,2210,Redis
935,2212,PostgreSQL
935,2212,Redis
936,2216,MongoDB
936,2216,Microsoft SQL Server
936,2216,MySQL
936,2216,Oracle
936,2216,PostgreSQL
936,2216,Redis
936,2216,SQLite
937,2218,Elasticsearch
938,2220,Cassandra
938,2220,Elasticsearch
938,2220,PostgreSQL
938,2220,Redis
939,2221,MongoDB
940,2223,MySQL
940,2223,Redis
940,2223,SQLite
941,2225,MariaDB
941,2225,PostgreSQL
941,2225,SQLite
942,2227,Microsoft SQL Server
942,2227,PostgreSQL
943,2229,Other(s):
944,2231,Cassandra
944,2231,MySQL
944,2231,Oracle
945,2232,Elasticsearch
946,2233,MariaDB
946,2233,MongoDB
946,2233,MySQL
946,2233,Redis
947,2237,MySQL
947,2237,PostgreSQL
948,2239,Elasticsearch
948,2239,MongoDB
948,2239,Redis
949,2242,Couchbase
949,2242,Microsoft SQL Server
949,2242,Redis
950,2245,Elasticsearch
950,2245,MongoDB
950,2245,MySQL
950,2245,PostgreSQL
